timestamp,open,high,low,close,volume,quote_volume,trades
2025-04-01 00:00:00,1822.43,1843.0,1817.88,1831.94,22628.8655,41417272.740656,86406
2025-04-01 01:00:00,1831.93,1833.33,1821.03,1826.38,11413.5415,20847641.019201,60714
2025-04-01 02:00:00,1826.38,1839.39,1824.39,1839.38,10437.1863,19134212.830091,52254
2025-04-01 03:00:00,1839.38,1841.1,1833.06,1835.0,10613.2322,19497681.966396,43345
2025-04-01 04:00:00,1835.0,1840.53,1831.95,1838.13,7754.7126,14237928.644249,36978
2025-04-01 05:00:00,1838.13,1850.32,1836.81,1841.49,10744.0783,19823221.202744,48199
2025-04-01 06:00:00,1841.49,1867.91,1839.42,1857.66,21137.1824,39183516.276035,95456
2025-04-01 07:00:00,1857.67,1862.63,1852.64,1854.26,10962.3109,20361435.048729,63007
2025-04-01 08:00:00,1854.26,1892.55,1853.93,1884.33,46107.9976,86622078.391736,157477
2025-04-01 09:00:00,1884.33,1889.81,1878.01,1885.39,19403.2324,36551093.020801,88138
2025-04-01 10:00:00,1885.39,1886.0,1872.63,1873.39,15520.7418,29168827.171946,93967
2025-04-01 11:00:00,1873.39,1873.74,1856.45,1862.36,14893.8123,27788222.087468,95647
2025-04-01 12:00:00,1862.37,1870.89,1859.66,1865.56,13475.953,25144688.436618,67612
2025-04-01 13:00:00,1865.57,1881.72,1863.71,1871.84,20400.6938,38200836.269069,127287
2025-04-01 14:00:00,1871.94,1889.0,1842.42,1882.53,52865.8966,98549506.548235,225109
2025-04-01 15:00:00,1882.53,1927.9,1882.53,1918.58,70250.3217,134177515.854405,258094
2025-04-01 16:00:00,1918.59,1924.17,1907.53,1915.8,19876.4616,38075942.902765,117929
2025-04-01 17:00:00,1915.79,1923.0,1913.93,1915.33,11974.0928,22966412.878351,77682
2025-04-01 18:00:00,1915.34,1915.81,1901.5,1908.32,11299.5315,21552590.125694,79747
2025-04-01 19:00:00,1908.31,1911.55,1903.07,1910.09,9977.385,19031246.929171,58797
2025-04-01 20:00:00,1910.1,1915.73,1897.13,1912.84,13174.3568,25124483.03328,60495
2025-04-01 21:00:00,1912.84,1922.75,1908.82,1915.01,10489.1413,20095893.023279,51397
2025-04-01 22:00:00,1915.02,1920.0,1911.0,1911.9,9626.3062,18438839.290268,53325
2025-04-01 23:00:00,1911.91,1915.18,1904.7,1904.98,7962.0633,15198956.58219,42546
2025-04-02 00:00:00,1904.98,1908.41,1887.0,1889.59,12719.2592,24144446.878523,72682
2025-04-02 01:00:00,1889.59,1896.32,1883.01,1892.41,13432.9056,25378947.192926,73222
2025-04-02 02:00:00,1892.41,1893.3,1872.39,1878.25,18777.1957,35304668.196179,81339
2025-04-02 03:00:00,1878.24,1887.2,1875.52,1876.39,9269.7546,17435725.602612,47154
2025-04-02 04:00:00,1876.4,1883.3,1875.55,1879.13,6576.0694,12359603.399301,41911
2025-04-02 05:00:00,1879.14,1879.25,1854.75,1855.88,26821.5374,49952330.082181,115846
2025-04-02 06:00:00,1855.88,1862.89,1852.0,1854.01,13186.3396,24492677.271712,73588
2025-04-02 07:00:00,1854.0,1866.7,1852.6,1865.06,15885.3739,29553523.060262,83346
2025-04-02 08:00:00,1865.07,1876.62,1862.62,1867.82,10061.0506,18799162.739818,61227
2025-04-02 09:00:00,1867.81,1888.05,1866.48,1879.35,16863.6393,31711500.955817,89769
2025-04-02 10:00:00,1879.34,1887.63,1870.77,1872.68,11183.0682,21013980.614999,79673
2025-04-02 11:00:00,1872.69,1878.26,1868.18,1868.72,8457.9037,15841626.401014,56727
2025-04-02 12:00:00,1868.73,1873.3,1858.15,1871.91,11970.7485,22327520.425464,87607
2025-04-02 13:00:00,1871.92,1893.42,1854.27,1871.27,28962.7692,54289971.955259,166488
2025-04-02 14:00:00,1871.27,1881.56,1857.57,1875.75,22804.5906,42656382.082031,152588
2025-04-02 15:00:00,1875.74,1919.0,1874.19,1901.21,141904.9216,270098360.278055,476141
2025-04-02 16:00:00,1901.21,1910.54,1895.06,1902.93,26994.0102,51370860.052759,141015
2025-04-02 17:00:00,1902.94,1914.09,1882.22,1892.68,37434.016,71155137.273298,185974
2025-04-02 18:00:00,1892.68,1904.68,1888.45,1898.12,12316.7193,23345356.712932,82788
2025-04-02 19:00:00,1898.12,1916.1,1893.34,1911.45,15126.1433,28786282.931316,76977
2025-04-02 20:00:00,1911.45,1957.0,1866.05,1881.25,146724.3196,279930202.571939,527029
2025-04-02 21:00:00,1881.16,1884.62,1855.0,1867.12,31178.6126,58154038.756534,161462
2025-04-02 22:00:00,1867.13,1867.32,1789.05,1798.05,74776.5008,136387349.212598,311707
2025-04-02 23:00:00,1798.05,1802.9,1781.53,1795.22,37413.3334,67049359.914597,161820
2025-04-03 00:00:00,1795.21,1827.89,1788.97,1820.46,32129.8016,58222233.76342,154068
2025-04-03 01:00:00,1820.47,1834.88,1814.37,1826.28,23380.4535,42659621.557592,109953
2025-04-03 02:00:00,1826.29,1832.64,1818.18,1830.25,18314.3661,33433103.890459,82024
2025-04-03 03:00:00,1830.26,1830.7,1819.56,1824.46,12485.0504,22781134.179174,66950
2025-04-03 04:00:00,1824.47,1845.26,1822.78,1835.38,18107.286,33199224.492677,74841
2025-04-03 05:00:00,1835.38,1840.4,1821.14,1821.7,11840.911,21672466.654912,55019
2025-04-03 06:00:00,1821.71,1827.77,1814.1,1817.28,14196.301,25877825.203271,62939
2025-04-03 07:00:00,1817.28,1822.18,1807.13,1815.31,19028.9802,34527484.300485,95563
2025-04-03 08:00:00,1815.31,1824.18,1814.85,1821.63,12626.098,22984915.879708,79890
2025-04-03 09:00:00,1821.64,1823.27,1809.37,1811.34,12989.7389,23609557.953836,71110
2025-04-03 10:00:00,1811.34,1817.61,1790.05,1793.42,25888.9555,46630867.658158,134921
2025-04-03 11:00:00,1793.42,1802.83,1787.23,1795.13,16495.6626,29611273.56779,100414
2025-04-03 12:00:00,1795.13,1800.52,1750.0,1759.65,73634.1049,130385877.329729,249454
2025-04-03 13:00:00,1759.65,1791.84,1756.09,1784.18,46131.3292,81916311.446295,237931
