timestamp,open,high,low,close,volume,quote_volume,trades
2025-04-01 00:00:00,1822.43,1827.25,1820.0,1822.32,2301.0048,4197662.905675,13414
2025-04-01 00:15:00,1822.33,1830.07,1821.21,1827.34,1839.6634,3358852.028801,11051
2025-04-01 00:30:00,1827.33,1829.75,1823.35,1825.87,2263.9421,4132485.903274,12389
2025-04-01 00:45:00,1825.87,1843.0,1817.88,1831.94,16224.2552,29728271.902906,49552
2025-04-01 01:00:00,1831.93,1833.33,1821.03,1825.94,5362.6865,9799906.920902,24780
2025-04-01 01:15:00,1825.95,1829.11,1823.48,1828.11,2156.1025,3938620.866995,13037
2025-04-01 01:30:00,1828.11,1829.12,1821.71,1822.54,2130.4108,3887330.310884,12848
2025-04-01 01:45:00,1822.54,1828.47,1822.54,1826.38,1764.3417,3221782.92042,10049
2025-04-01 02:00:00,1826.38,1830.97,1824.39,1830.92,1989.7772,3637537.447823,11845
2025-04-01 02:15:00,1830.93,1835.0,1830.63,1831.69,2618.9361,4798871.849877,14766
2025-04-01 02:30:00,1831.69,1835.92,1829.5,1834.99,2152.7327,3945036.440431,11574
2025-04-01 02:45:00,1835.0,1839.39,1834.38,1839.38,3675.7403,6752767.09196,14069
2025-04-01 03:00:00,1839.38,1841.1,1837.12,1839.63,3934.346,7234018.055921,13722
2025-04-01 03:15:00,1839.63,1840.9,1834.4,1834.54,2649.121,4867549.694705,10763
2025-04-01 03:30:00,1834.54,1838.52,1834.03,1835.17,2290.0375,4203650.848401,9995
2025-04-01 03:45:00,1835.17,1837.43,1833.06,1835.0,1739.7277,3192463.367369,8865
2025-04-01 04:00:00,1835.0,1836.93,1831.95,1833.94,2830.1361,5189653.380294,11207
2025-04-01 04:15:00,1833.94,1837.91,1832.01,1836.5,1661.4597,3048702.504391,9104
2025-04-01 04:30:00,1836.5,1840.53,1835.35,1839.08,1630.2103,2997594.955364,9949
2025-04-01 04:45:00,1839.08,1839.69,1837.37,1838.13,1632.9065,3001977.8042,6718
2025-04-01 05:00:00,1838.13,1842.99,1836.81,1842.99,2082.4628,3832072.377771,9709
2025-04-01 05:15:00,1842.98,1850.32,1842.74,1847.7,5407.8037,9992985.898892,17884
2025-04-01 05:30:00,1847.7,1849.34,1843.28,1843.34,1504.9498,2776968.740154,8266
2025-04-01 05:45:00,1843.34,1844.01,1840.69,1841.49,1748.862,3221194.185927,12340
2025-04-01 06:00:00,1841.49,1844.49,1839.42,1844.37,4635.1215,8534872.62685,19795
2025-04-01 06:15:00,1844.37,1848.44,1844.11,1847.9,2108.2871,3893100.319275,15676
2025-04-01 06:30:00,1847.91,1867.91,1847.42,1861.64,9985.2857,18559059.019621,36824
2025-04-01 06:45:00,1861.65,1863.0,1856.56,1857.66,4408.4881,8196484.310289,23161
2025-04-01 07:00:00,1857.67,1862.63,1856.11,1858.89,4851.6941,9022192.562055,25025
2025-04-01 07:15:00,1858.9,1858.9,1854.37,1857.04,2628.5274,4880453.507955,15058
2025-04-01 07:30:00,1857.04,1858.06,1852.64,1854.93,2075.7253,3850549.438513,11690
2025-04-01 07:45:00,1854.93,1856.44,1852.98,1854.26,1406.3641,2608239.540206,11234
2025-04-01 08:00:00,1854.26,1861.88,1853.93,1861.8,2811.1835,5223127.302073,15061
2025-04-01 08:15:00,1861.8,1885.0,1861.79,1884.39,21256.2372,39883559.4086,66464
2025-04-01 08:30:00,1884.39,1892.55,1876.76,1881.93,15074.919,28390988.922421,46908
2025-04-01 08:45:00,1881.93,1888.6,1881.26,1884.33,6965.6579,13124402.758642,29044
2025-04-01 09:00:00,1884.33,1889.81,1882.56,1883.18,5072.6537,9570784.182025,27503
2025-04-01 09:15:00,1883.19,1884.8,1878.01,1881.22,5582.3843,10503144.059088,24685
2025-04-01 09:30:00,1881.22,1885.4,1880.16,1884.21,5041.4233,9490635.069134,22450
2025-04-01 09:45:00,1884.21,1886.95,1882.28,1885.39,3706.7711,6986529.710554,13500
2025-04-01 10:00:00,1885.39,1886.0,1878.88,1880.27,4919.6971,9258215.751701,26396
2025-04-01 10:15:00,1880.27,1884.84,1879.28,1880.2,3116.2447,5865866.594656,19041
2025-04-01 10:30:00,1880.19,1880.45,1873.51,1875.83,3847.2581,7219879.956776,29265
2025-04-01 10:45:00,1875.84,1880.11,1872.63,1873.39,3637.5419,6824864.868813,19265
2025-04-01 11:00:00,1873.39,1873.74,1865.52,1868.48,5215.2323,9749789.906559,35349
2025-04-01 11:15:00,1868.48,1871.71,1866.98,1868.92,2154.4634,4027984.129561,17150
2025-04-01 11:30:00,1868.92,1869.3,1856.45,1860.73,5139.2507,9570278.549492,29113
2025-04-01 11:45:00,1860.72,1863.64,1859.81,1862.36,2384.8659,4440169.501856,14035
2025-04-01 12:00:00,1862.37,1870.51,1862.37,1869.7,4167.4531,7781138.786284,19453
2025-04-01 12:15:00,1869.69,1870.89,1863.96,1869.31,2573.0659,4806003.19698,13607
2025-04-01 12:30:00,1869.31,1869.93,1861.15,1863.22,3512.4645,6550929.69561,17234
2025-04-01 12:45:00,1863.23,1866.86,1859.66,1865.56,3222.9695,6006616.757744,17318
2025-04-01 13:00:00,1865.57,1872.36,1863.71,1869.67,3308.6375,6178912.001372,22077
2025-04-01 13:15:00,1869.67,1874.53,1866.87,1874.09,2746.1339,5139746.940463,18969
